table_name,table_description,ordinal_position,column_name,display_label,source_fields,definition,formula,documentation_kind
cross_study_contract_summary,Persisted root CSV report table,14,comparison_boundary,comparison_boundary,comparison_boundary,Persisted source-table value for `comparison_boundary`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
cross_study_split_audit,Persisted root CSV report table,1,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,2,01_early_three_model_matched_fold_roster_sha256,01_early_three_model_matched_fold_roster_sha256,01_early_three_model_matched_fold_roster_sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,3,02_20260608_1206_overfitting_sweep_stage1_rank2_fold_roster_sha256,02_20260608_1206_overfitting_sweep_stage1_rank2_fold_roster_sha256,02_20260608_1206_overfitting_sweep_stage1_rank2_fold_roster_sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,4,03_20260625_2320_overfitting_sweep_stage1_rank2_fold_roster_sha256,03_20260625_2320_overfitting_sweep_stage1_rank2_fold_roster_sha256,03_20260625_2320_overfitting_sweep_stage1_rank2_fold_roster_sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,5,04_20260630_0630_overfitting_sweep_generalization_rank2_fold_roster_sha256,04_20260630_0630_overfitting_sweep_generalization_rank2_fold_roster_sha256,04_20260630_0630_overfitting_sweep_generalization_rank2_fold_roster_sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,6,all_report_units_share_exact_participant_fold_roster,all_report_units_share_exact_participant_fold_roster,all_report_units_share_exact_participant_fold_roster,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
cross_study_split_audit,Persisted root CSV report table,7,independence_interpretation,independence_interpretation,independence_interpretation,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
report_index,Persisted root CSV report table,1,report_id,report_id,report_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
report_index,Persisted root CSV report table,2,path,path,path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
report_index,Persisted root CSV report table,3,source_studies,source_studies,source_studies,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
report_index,Persisted root CSV report table,4,configuration_count,configuration_count,configuration_count,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
report_index,Persisted root CSV report table,5,run_count,run_count,run_count,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
report_index,Persisted root CSV report table,6,leader,leader,leader,Persisted source-table value for `leader`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
report_index,Persisted root CSV report table,7,leader_subject_ba_mean,leader_subject_ba_mean,leader_subject_ba_mean,Arithmetic mean of Macro-average recall across the K declared classes. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
report_index,Persisted root CSV report table,8,scientific_status,scientific_status,scientific_status,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
