case_id,repeat,fold,quality_mode,artifact_reducer_name,artifact_reducer_version,participant_id,record_id,retained,role,route_artifact,route_status,route_artifacts_artifact,components,diagnostic_reason,rejection_reason,signal_route,quality_diagnostics_artifact
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AKO19_01,frailty3:AKO19_01:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AKO19_01,frailty3:AKO19_01:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AKO19_01,frailty3:AKO19_01:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AMI33_01,frailty3:AMI33_01:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AMI33_01,frailty3:AMI33_01:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AMI33_01,frailty3:AMI33_01:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AMI33_01,frailty3:AMI33_01:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,AMI33_01,frailty3:AMI33_01:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ATA20_01,frailty3:ATA20_01:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ATA20_01,frailty3:ATA20_01:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ATA20_01,frailty3:ATA20_01:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ATA20_01,frailty3:ATA20_01:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ATA20_01,frailty3:ATA20_01:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,BRA36_02,frailty3:BRA36_02:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,BRA36_02,frailty3:BRA36_02:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,BRA36_02,frailty3:BRA36_02:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,BRA36_02,frailty3:BRA36_02:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,BRA36_02,frailty3:BRA36_02:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,EE_02,frailty3:EE_02:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,EE_02,frailty3:EE_02:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,EE_02,frailty3:EE_02:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,EE_02,frailty3:EE_02:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,EE_02,frailty3:EE_02:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERL70_04,frailty3:ERL70_04:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERL70_04,frailty3:ERL70_04:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERL70_04,frailty3:ERL70_04:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERL70_04,frailty3:ERL70_04:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERL70_04,frailty3:ERL70_04:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERO01_02,frailty3:ERO01_02:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERO01_02,frailty3:ERO01_02:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERO01_02,frailty3:ERO01_02:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERO01_02,frailty3:ERO01_02:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,ERO01_02,frailty3:ERO01_02:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,FNA75_03,frailty3:FNA75_03:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,FNA75_03,frailty3:FNA75_03:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,FNA75_03,frailty3:FNA75_03:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,FNA75_03,frailty3:FNA75_03:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,FNA75_03,frailty3:FNA75_03:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,GDO22_03,frailty3:GDO22_03:R2,True,R2,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,GDO22_03,frailty3:GDO22_03:R3,True,R3,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,GDO22_03,frailty3:GDO22_03:R1,True,R1,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,GDO22_03,frailty3:GDO22_03:R4,True,R4,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
inception_full__l0_legacy64_w15_fixed10,0,0,,identity,identity_v1,GDO22_03,frailty3:GDO22_03:B,True,B,"{""affects_aggregation"": false, ""affects_prediction"": false, ""affects_retention"": false, ""classification_action"": ""keep_unchanged"", ""profile_id"": ""L0"", ""quality_mode"": ""off"", ""schema_version"": ""ppg_frailty.legacy_bridge_route.v1"", ""state"": ""direct_fresh_raw_csv""}",retained_legacy_bridge_fresh_raw_quality_off,repeat_00_fold_00/route_artifacts.json,,,,,
