case_id,balance_line,declared_source_line,resolved_config_balance_line,source_line_provenance,selected_cell_validation,view_role,case_status,quality_weighting,quality_weight_source,resolved_config_path,primary_ranking_eligible,participant_balanced_accuracy_mean_sd,participant_balanced_accuracy_repeat_ci95,participant_macro_f1_mean_sd,participant_macro_f1_repeat_ci95,worst_class_recall,worst_class_f1,expected_calibration_error,repeat_worst_class_recall_population_sd,repeat_worst_class_f1_population_sd,repeat_expected_calibration_error_population_sd,repeat_count,participant_oof_prediction_count,participant_oof_total_count,dropped_participant_oof_count,file_oof_prediction_count,retained_file_oof_prediction_count,dropped_file_oof_prediction_count,source_replay_validation,metric_source,line_a_minus_line_b_balanced_accuracy,line_a_minus_line_b_macro_f1
compact_cnn__b5_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/compact_cnn__b5_star_fixed10/resolved_config.yaml,True,52.3 ± 3.2,"[47.9, 56.7]",53.4 ± 4.1,"[47.7, 59.0]",0.4305555555555555,0.4490920060331825,0.2934786819331777,0.04120110270608701,0.027111294636014128,0.059785245901336104,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.03703703703703698,0.0384986072608578
compact_cnn__b5_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/compact_cnn__b5_star_fixed10/resolved_config.yaml,False,48.6 ± 3.9,"[43.3, 54.0]",49.5 ± 4.5,"[43.2, 55.8]",0.39722222222222225,0.4330065359477124,0.34934172606077013,0.028598972613852774,0.02165263891957835,0.04338190122767217,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.03703703703703698,0.0384986072608578
compact_cnn__b6_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/compact_cnn__b6_star_fixed10/resolved_config.yaml,True,49.2 ± 6.1,"[40.6, 57.7]",48.7 ± 6.0,"[40.3, 57.1]",0.3805555555555556,0.41079365079365077,0.2801186392639648,0.06894263136661587,0.05958747917538715,0.0553052973834786,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.004629629629629595,-0.0036786501065677046
compact_cnn__b6_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/compact_cnn__b6_star_fixed10/resolved_config.yaml,False,49.6 ± 2.9,"[45.6, 53.7]",49.1 ± 2.4,"[45.7, 52.4]",0.3972222222222222,0.4211399711399711,0.2917514729303939,0.06549903401417553,0.04838123677982823,0.046386029031060934,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.004629629629629595,-0.0036786501065677046
compact_cnn__b7_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/compact_cnn__b7_star_fixed10/resolved_config.yaml,True,53.8 ± 6.1,"[45.3, 62.2]",52.9 ± 5.9,"[44.7, 61.2]",0.4,0.44403162055335976,0.3022727031878779,0.097182531580755,0.0594283463567739,0.034553859018326756,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.0092592592592593,-0.010943087264261186
compact_cnn__b7_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/compact_cnn__b7_star_fixed10/resolved_config.yaml,False,54.7 ± 6.4,"[45.8, 63.6]",54.0 ± 6.5,"[45.0, 63.1]",0.41666666666666663,0.4783126847576975,0.29281710401192523,0.10540925533894598,0.08592478766529016,0.04437672812475238,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.0092592592592593,-0.010943087264261186
inception_full__b0_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b0_star_fixed10/resolved_config.yaml,True,56.8 ± 2.1,"[53.8, 59.7]",57.2 ± 2.2,"[54.2, 60.3]",0.45555555555555555,0.4662898550724638,0.26256832486016923,0.0376796110173626,0.03439733483225519,0.03643330318394059,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.005555555555555425,-0.006903284464912285
inception_full__b0_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b0_star_fixed10/resolved_config.yaml,False,57.3 ± 3.3,"[52.7, 62.0]",57.9 ± 4.0,"[52.3, 63.5]",0.4666666666666667,0.4698705608117373,0.2648414009839001,0.09196080754026029,0.07340968884514494,0.04376033120314463,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.005555555555555425,-0.006903284464912285
inception_full__b1_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b1_star_fixed10/resolved_config.yaml,True,50.3 ± 2.0,"[47.5, 53.1]",50.5 ± 2.1,"[47.6, 53.3]",0.39722222222222225,0.43364413364413357,0.2466617266471653,0.08407081083567532,0.06572452954250221,0.045486616798020976,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.009259259259259245,0.0066713432654146865
inception_full__b1_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b1_star_fixed10/resolved_config.yaml,False,49.4 ± 6.5,"[40.3, 58.4]",49.8 ± 6.5,"[40.8, 58.8]",0.4111111111111111,0.4615384615384615,0.2908238608226682,0.10707964037442436,0.0845678879040276,0.056691648403617054,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.009259259259259245,0.0066713432654146865
inception_full__b2_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b2_star_fixed10/resolved_config.yaml,True,50.9 ± 4.7,"[44.5, 57.4]",51.8 ± 4.2,"[45.9, 57.7]",0.3666666666666666,0.41621933621933627,0.2615668658518947,0.06666666666666668,0.07676624460250957,0.07453394508841692,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.0092592592592593,0.009014743060173691
inception_full__b2_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b2_star_fixed10/resolved_config.yaml,False,50.0 ± 5.8,"[42.0, 58.0]",50.9 ± 4.9,"[44.1, 57.8]",0.3666666666666666,0.4101708817498292,0.28550200192571135,0.06666666666666668,0.0863530517308622,0.042405002511126284,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.0092592592592593,0.009014743060173691
inception_full__b3_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b3_star_fixed10/resolved_config.yaml,True,49.7 ± 5.3,"[42.4, 57.0]",50.3 ± 6.6,"[41.2, 59.4]",0.37777777777777777,0.40295390883626175,0.2761659901457942,0.10628403594282772,0.07797774757278042,0.07524963609024472,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.014814814814814725,-0.01398328923303116
inception_full__b3_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b3_star_fixed10/resolved_config.yaml,False,51.2 ± 4.6,"[44.8, 57.6]",51.7 ± 5.3,"[44.3, 59.1]",0.3888888888888889,0.40896686159844053,0.29683134937827094,0.11520245196293179,0.09743590261621245,0.05391760069046601,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.014814814814814725,-0.01398328923303116
inception_full__b4_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b4_star_fixed10/resolved_config.yaml,True,43.0 ± 6.6,"[33.9, 52.1]",43.1 ± 6.5,"[34.0, 52.1]",0.3194444444444445,0.3466666666666666,0.37977133436986116,0.10467468711898208,0.10689789751827283,0.04170894649721019,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.01388888888888895,0.01635220219507033
inception_full__b4_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b4_star_fixed10/resolved_config.yaml,False,41.6 ± 6.0,"[33.2, 49.9]",41.4 ± 6.4,"[32.5, 50.4]",0.30277777777777776,0.3175438596491228,0.36916260720727934,0.09060836905722272,0.09489824529690878,0.0646800976159128,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.01388888888888895,0.01635220219507033
inception_full__b5_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b5_star_fixed10/resolved_config.yaml,True,51.8 ± 3.5,"[46.9, 56.6]",51.5 ± 3.3,"[47.0, 56.1]",0.40555555555555556,0.4218729096989966,0.29646809050631706,0.06478835438717001,0.05313563504332442,0.03473694555198159,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.0064814814814815325,0.00757159994002099
inception_full__b5_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b5_star_fixed10/resolved_config.yaml,False,51.1 ± 4.7,"[44.6, 57.6]",50.8 ± 4.1,"[45.1, 56.4]",0.3833333333333333,0.4071090770404272,0.32788933786819635,0.06666666666666668,0.07090113939712944,0.03635565063014948,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.0064814814814815325,0.00757159994002099
inception_full__b6_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b6_star_fixed10/resolved_config.yaml,True,56.0 ± 3.4,"[51.3, 60.7]",56.2 ± 4.2,"[50.4, 62.1]",0.47777777777777775,0.4915750915750915,0.2519785128181725,0.07535922203472521,0.0579241229069951,0.04281547091356199,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.02314814814814814,0.022654043632641008
inception_full__b6_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b6_star_fixed10/resolved_config.yaml,False,53.7 ± 6.2,"[45.1, 62.3]",54.0 ± 6.5,"[44.9, 63.0]",0.425,0.4665855883247187,0.24555780693305632,0.1,0.09800220176796694,0.05536153725938025,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.02314814814814814,0.022654043632641008
inception_full__b7_star_fixed10,line_a_equal_files,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/inception_full__b7_star_fixed10/resolved_config.yaml,True,56.8 ± 2.1,"[53.8, 59.7]",57.2 ± 2.2,"[54.2, 60.3]",0.45555555555555555,0.4662898550724638,0.26256832486016923,0.0376796110173626,0.03439733483225519,0.03643330318394059,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.005555555555555425,-0.006903284464912285
inception_full__b7_star_fixed10,line_b_equal_role_families,line_a_equal_files,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/inception_full__b7_star_fixed10/resolved_config.yaml,False,57.3 ± 3.3,"[52.7, 62.0]",57.9 ± 4.0,"[52.3, 63.5]",0.4666666666666667,0.4698705608117373,0.2648414009839001,0.09196080754026029,0.07340968884514494,0.04376033120314463,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.005555555555555425,-0.006903284464912285
