source_study,config_id,config_name,input_data,model,resolved_model,extra_input,window_sec,hop_sec,overlap_pct,max_windows_fraction,cnn_epochs,cnn_patience,early_stopping_source,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,loss_type,class_weight_mode,regularization_bundle,sqi_mode,aggregation,manual_features,quality_route_bundle,overfit_stage,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,is_reference,dynamic_data_mode,train_role_mode,validation_role_mode,test_role_mode,eval_protocol,n_splits,report_config__aggregation,report_config__class_weight_beta,report_config__class_weight_mode,report_config__cnn_batch_size,report_config__cnn_dropout,report_config__cnn_epochs,report_config__cnn_hop_sec,report_config__cnn_label_smoothing,report_config__cnn_lr,report_config__cnn_max_windows_fraction,report_config__cnn_max_windows_per_file,report_config__cnn_num_workers,report_config__cnn_patience,report_config__cnn_select_best_epoch,report_config__cnn_seq_sec,report_config__cnn_target_fs,report_config__cnn_weight_decay,report_config__data_root,report_config__extra_input,report_config__focal_gamma,report_config__folds,report_config__fs,report_config__hop_sec,report_config__label_csv,report_config__loss_type,report_config__manual_features,report_config__role_mode,report_config__shapeformer_candidates_per_class_channel,report_config__shapeformer_dim_ff,report_config__shapeformer_discovery_method,report_config__shapeformer_discovery_windows,report_config__shapeformer_dropout,report_config__shapeformer_heads,report_config__shapeformer_local_embed_dim,report_config__shapeformer_local_window,report_config__shapeformer_num_pip,report_config__shapeformer_num_shapelets,report_config__shapeformer_pisd_verbose,report_config__shapeformer_processes,report_config__shapeformer_shape_embed_dim,report_config__shapeformer_shapelet_len,report_config__shapeformer_shapelet_stride,report_config__sqi_mode,report_config__study_dir,report_config__win_sec,report_config__young_dir
20260625_2320_overfitting_sweep_stage1_rank2,s1_008,main_effect_dropout-0p6_lr0.001_wd0.005_do0.6_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.6,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.6; LS=0.2,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,dropout,0.6,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.6,9,2.5,0.2,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_009,main_effect_dropout-0p7_lr0.001_wd0.005_do0.7_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.7,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.7; LS=0.2,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,dropout,0.7,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.7,9,2.5,0.2,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_010,main_effect_label_smoothing-0p05_lr0.001_wd0.005_do0.5_ls0.05_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.05,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.05,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,label_smoothing,0.05,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.05,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_011,main_effect_label_smoothing-0p1_lr0.001_wd0.005_do0.5_ls0.1_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.1,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.1,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,label_smoothing,0.1,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.1,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_012,main_effect_label_smoothing-0p15_lr0.001_wd0.005_do0.5_ls0.15_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.15,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.15,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,label_smoothing,0.15,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.15,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_013,main_effect_label_smoothing-0p3_lr0.001_wd0.005_do0.5_ls0.3_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.3,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.3,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,label_smoothing,0.3,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.3,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_014,main_effect_max_windows_fraction-1p0_lr0.001_wd0.005_do0.5_ls0.2_mw100_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,1.0,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.2,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,max_windows_fraction,1.0,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.2,0.001,1.0,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_015,main_effect_max_windows_fraction-0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.7,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.2,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,max_windows_fraction,0.7,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.2,0.001,0.7,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_016,main_effect_max_windows_fraction-0p5_lr0.001_wd0.005_do0.5_ls0.2_mw50_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.5,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.2,none,mean_prob,none,SQI=none; aggregation=mean_prob,stage1,main_effect,max_windows_fraction,0.5,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.2,0.001,0.5,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,none,StudyData,10.0,TestDataYoungers
20260625_2320_overfitting_sweep_stage1_rank2,s1_017,main_effect_sqi_mode-top70_quality_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop70_quality_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,"29-participant internal dataset; columns RED, IR, AX, AY, AZ, GX, GY, GZ; train=static_only; validation=static_only; test=static_only; native_fs=400.0 Hz; DL_target_fs=400.0 Hz; historical DL tensor uses the source study's archived filtering/resampling/scaling; no participant-level prediction rows archived",inceptiontime,inception_time,0,5.0,2.5,50.0,0.9,9,0,none_final_epoch_fixed,0.001,0.005,0.5,0.2,weighted_ce,inverse_subject_count,WD=0.005; dropout=0.5; LS=0.2,top70_quality,mean_prob,none,SQI=top70_quality; aggregation=mean_prob,stage1,main_effect,sqi_mode,top70_quality,False,static_only,static_only,static_only,static_only,stratified_group_kfold,5,mean_prob,0.999,inverse_subject_count,32,0.5,9,2.5,0.2,0.001,0.9,6,0,0,False,5.0,400.0,0.005,PPG_Testing_05_01_2026,0,2.0,1,400.0,5.0,StudyData_frailtyScored/StudyData_V7_standard.csv,weighted_ce,none,static_only,8,256,effect_size,180,0.3,4,48,64,0.2,3,False,1,128,128,64,top70_quality,StudyData,10.0,TestDataYoungers
