table_name,table_description,ordinal_position,column_name,display_label,source_fields,definition,formula,documentation_kind
all_config_repeat_metrics,Persisted root CSV report table,26,validation_file_macro_f1,validation_file_macro_f1,validation_file_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,27,validation_subject_balanced_accuracy,validation_subject_balanced_accuracy,validation_subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,28,validation_subject_macro_f1,validation_subject_macro_f1,validation_subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,29,window_balanced_accuracy,window_balanced_accuracy,window_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,30,window_macro_f1,window_macro_f1,window_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,31,file_balanced_accuracy,file_balanced_accuracy,file_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,32,file_macro_f1,file_macro_f1,file_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,33,subject_balanced_accuracy,subject_balanced_accuracy,subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,34,subject_macro_f1,subject_macro_f1,subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,35,best_epoch,best_epoch,best_epoch,Persisted source-table value for `best_epoch`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,36,best_window_balanced_accuracy,best_window_balanced_accuracy,best_window_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,37,duration_sec,duration_sec,duration_sec,Persisted source-table value for `duration_sec`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,38,report_path,report_path,report_path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,39,learning_curve_csv,learning_curve_csv,learning_curve_csv,Persisted source-table value for `learning_curve_csv`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,40,learning_curve_png,learning_curve_png,learning_curve_png,Persisted source-table value for `learning_curve_png`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,41,pre_frail_precision,pre_frail_precision,pre_frail_precision,Positive predictive value for the named class.,precision = TP / (TP + FP),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,42,pre_frail_recall,pre_frail_recall,pre_frail_recall,Sensitivity for the named class.,recall = TP / (TP + FN),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,43,pre_frail_f1,pre_frail_f1,pre_frail_f1,Harmonic mean of precision and recall for the named class.,F1 = 2 * precision * recall / (precision + recall),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,44,pre_frail_support,pre_frail_support,pre_frail_support,Number of evaluated units whose true label is the named class.,support_c = TP_c + FN_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,45,robust_non_frail_precision,robust_non_frail_precision,robust_non_frail_precision,Positive predictive value for the named class.,precision = TP / (TP + FP),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,46,robust_non_frail_recall,robust_non_frail_recall,robust_non_frail_recall,Sensitivity for the named class.,recall = TP / (TP + FN),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,47,robust_non_frail_f1,robust_non_frail_f1,robust_non_frail_f1,Harmonic mean of precision and recall for the named class.,F1 = 2 * precision * recall / (precision + recall),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,48,robust_non_frail_support,robust_non_frail_support,robust_non_frail_support,Number of evaluated units whose true label is the named class.,support_c = TP_c + FN_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,49,young_precision,young_precision,young_precision,Positive predictive value for the named class.,precision = TP / (TP + FP),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,50,young_recall,young_recall,young_recall,Sensitivity for the named class.,recall = TP / (TP + FN),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,51,young_f1,young_f1,young_f1,Harmonic mean of precision and recall for the named class.,F1 = 2 * precision * recall / (precision + recall),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,52,young_support,young_support,young_support,Number of evaluated units whose true label is the named class.,support_c = TP_c + FN_c,inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,53,worst_class_recall,worst_class_recall,worst_class_recall,Sensitivity for the named class.,recall = TP / (TP + FN),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,54,worst_class_f1,worst_class_f1,worst_class_f1,Harmonic mean of precision and recall for the named class.,F1 = 2 * precision * recall / (precision + recall),inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,55,overfit_stage,overfit_stage,overfit_stage,Persisted source-table value for `overfit_stage`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,56,overfit_config_id,overfit_config_id,overfit_config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,57,overfit_config_name,overfit_config_name,overfit_config_name,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,58,stage1_screen_group,stage1_screen_group,stage1_screen_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,59,stage1_regularization_factor,stage1_regularization_factor,stage1_regularization_factor,Persisted source-table value for `stage1_regularization_factor`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,60,stage1_regularization_value,stage1_regularization_value,stage1_regularization_value,Persisted source-table value for `stage1_regularization_value`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,61,sqi_mode,sqi_mode,sqi_mode,Persisted source-table value for `sqi_mode`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,62,aggregation,aggregation,aggregation,Persisted source-table value for `aggregation`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,63,manual_features,manual_features,manual_features,Persisted source-table value for `manual_features`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,64,loss_type,loss_type,loss_type,Persisted source-table value for `loss_type`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,65,class_weight_mode,class_weight_mode,class_weight_mode,Persisted source-table value for `class_weight_mode`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,66,dynamic_data_mode,dynamic_data_mode,dynamic_data_mode,Persisted source-table value for `dynamic_data_mode`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,67,stage2_fixed_epoch,stage2_fixed_epoch,stage2_fixed_epoch,Persisted source-table value for `stage2_fixed_epoch`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,68,stage2_source_config_id,stage2_source_config_id,stage2_source_config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,69,is_reference,is_reference,is_reference,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,70,overfit_grid_cnn_patience,overfit_grid_cnn_patience,overfit_grid_cnn_patience,Persisted source-table value for `overfit_grid_cnn_patience`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,71,overfit_grid_max_windows_fraction,overfit_grid_max_windows_fraction,overfit_grid_max_windows_fraction,Proportion for the numerator and denominator named by this column.,rate = stated numerator count / stated eligible denominator count,rate_formula
all_config_repeat_metrics,Persisted root CSV report table,72,train_role_mode,train_role_mode,train_role_mode,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,73,validation_role_mode,validation_role_mode,validation_role_mode,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,74,test_role_mode,test_role_mode,test_role_mode,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,75,eval_protocol,eval_protocol,eval_protocol,Persisted source-table value for `eval_protocol`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,76,requested_cv_folds,requested_cv_folds,requested_cv_folds,Persisted source-table value for `requested_cv_folds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,77,n_splits,n_splits,n_splits,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,78,early_stopping_source,early_stopping_source,early_stopping_source,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_repeat_metrics,Persisted root CSV report table,79,n_static_train_files,n_static_train_files,n_static_train_files,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,80,n_all_role_train_files,n_all_role_train_files,n_all_role_train_files,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,81,n_dynamic_added_train_files,n_dynamic_added_train_files,n_dynamic_added_train_files,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,82,mean_window_sqi,mean_window_sqi,mean_window_sqi,Arithmetic mean of the reported statistic over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
all_config_repeat_metrics,Persisted root CSV report table,83,n_file_aggregation_windows,n_file_aggregation_windows,n_file_aggregation_windows,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,84,n_subject_aggregation_windows,n_subject_aggregation_windows,n_subject_aggregation_windows,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_repeat_metrics,Persisted root CSV report table,85,best_epoch_train_balanced_accuracy,best_epoch_train_balanced_accuracy,best_epoch_train_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,86,best_epoch_val_balanced_accuracy,best_epoch_val_balanced_accuracy,best_epoch_val_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,87,train_val_balanced_accuracy_gap,train_val_balanced_accuracy_gap,train_val_balanced_accuracy_gap,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_repeat_metrics,Persisted root CSV report table,88,best_epoch_train_loss,best_epoch_train_loss,best_epoch_train_loss,Persisted source-table value for `best_epoch_train_loss`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,89,best_epoch_val_loss,best_epoch_val_loss,best_epoch_val_loss,Persisted source-table value for `best_epoch_val_loss`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,90,val_train_loss_gap,val_train_loss_gap,val_train_loss_gap,Persisted source-table value for `val_train_loss_gap`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,91,regularization_bundle,regularization_bundle,regularization_bundle,Persisted source-table value for `regularization_bundle`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,92,quality_route_bundle,quality_route_bundle,quality_route_bundle,Persisted source-table value for `quality_route_bundle`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_repeat_metrics,Persisted root CSV report table,93,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
all_config_summary_numeric,Persisted root CSV report table,1,descriptive_rank,descriptive_rank,descriptive_rank,Ordinal position after applying the table's declared sorting rule.,"N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_ordinal
all_config_summary_numeric,Persisted root CSV report table,2,overfit_config_id,overfit_config_id,overfit_config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,3,overfit_config_name,overfit_config_name,overfit_config_name,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,4,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,5,resolved_model,resolved_model,resolved_model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,6,overfit_stage,overfit_stage,overfit_stage,Persisted source-table value for `overfit_stage`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,7,stage1_screen_group,stage1_screen_group,stage1_screen_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,8,stage1_regularization_factor,stage1_regularization_factor,stage1_regularization_factor,Persisted source-table value for `stage1_regularization_factor`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,9,stage1_regularization_value,stage1_regularization_value,stage1_regularization_value,Persisted source-table value for `stage1_regularization_value`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,10,cnn_epochs,cnn_epochs,cnn_epochs,Persisted source-table value for `cnn_epochs`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,11,cnn_lr,cnn_lr,cnn_lr,Persisted source-table value for `cnn_lr`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,12,cnn_weight_decay,cnn_weight_decay,cnn_weight_decay,Persisted source-table value for `cnn_weight_decay`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,13,cnn_dropout,cnn_dropout,cnn_dropout,Persisted source-table value for `cnn_dropout`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,14,cnn_label_smoothing,cnn_label_smoothing,cnn_label_smoothing,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
all_config_summary_numeric,Persisted root CSV report table,15,max_windows_fraction,max_windows_fraction,max_windows_fraction,Proportion for the numerator and denominator named by this column.,rate = stated numerator count / stated eligible denominator count,rate_formula
all_config_summary_numeric,Persisted root CSV report table,16,sqi_mode,sqi_mode,sqi_mode,Persisted source-table value for `sqi_mode`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,17,aggregation,aggregation,aggregation,Persisted source-table value for `aggregation`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,18,manual_features,manual_features,manual_features,Persisted source-table value for `manual_features`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,19,loss_type,loss_type,loss_type,Persisted source-table value for `loss_type`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,20,class_weight_mode,class_weight_mode,class_weight_mode,Persisted source-table value for `class_weight_mode`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,21,n_runs,n_runs,n_runs,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
all_config_summary_numeric,Persisted root CSV report table,22,seeds,seeds,seeds,Persisted source-table value for `seeds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
all_config_summary_numeric,Persisted root CSV report table,23,window_balanced_accuracy_n_repeats,window_balanced_accuracy_n_repeats,window_balanced_accuracy_n_repeats,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
all_config_summary_numeric,Persisted root CSV report table,24,window_balanced_accuracy_mean,window_balanced_accuracy_mean,window_balanced_accuracy_mean,Arithmetic mean of Macro-average recall across the K declared classes. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
